,name,crn,address1,address2,postTown,county,country,postcode,category,status,origin,accounts_lastMadeUpDate,accountCategory,returns_lastMadeUpDate,sic1,sic2,sic3,sic4,POSTCODE,POSTCODE2,POSTCODE_PCDS,LAT,LONG,LEP1,LEP2,COUNTY_CODE,COUNTY_DIST_CODE,WARD_CODE,website
69,EASTGATE FISHERIES LIMITED,10471268,WINN AND CO,62/63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,UNITED KINGDOM,YO11 1TS,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,56103 - Take-away food shops and mobile food stands,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
70,EAT ME CAFE LIMITED,10939391,62/63 WESTBOROUGH,,SCARBOROUGH,,UNITED KINGDOM,YO11 1TS,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,56102 - Unlicensed restaurants and cafes,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
71,ECHO CENTRAL 1 MANAGEMENT LIMITED,06016601,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,28/02/2017,TOTAL EXEMPTION FULL,01/12/2015,98000 - Residents property management,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
72,ESPLANADE GARDENS PROPERTY MANAGEMENT LIMITED,05351228,62-63 WESTBOROUGH,SCARBOROUGH,N YORKS,,,YO11 1TS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,28/02/2017,,03/02/2016,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,http://andrewcowen.com/
73,F A STOCKILL & SON BUILDERS LIMITED,04680481,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,27/02/2016,43390 - Other building completion and finishing,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
74,F M GLENDAY LTD,08006620,62-63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,26/03/2016,69102 - Solicitors,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
75,FANDANGLES LIMITED,05237925,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,28/02/2017,,22/09/2015,47770 - Retail sale of watches and jewellery in specialised stores,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
76,FILEY OPTICIANS LIMITED,08191284,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,30/09/2017,TOTAL EXEMPTION FULL,24/08/2015,96090 - Other service activities n.e.c.,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
77,FLIPSIDE ROCK N ROLL LIMITED,08826308,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/12/2016,TOTAL EXEMPTION FULL,27/12/2015,90040 - Operation of arts facilities,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
78,FLOOR TEK N TRIM LIMITED,04292827,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,24/09/2015,82990 - Other business support service activities n.e.c.,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
79,FOUNDRY SQUARE MANAGEMENT COMPANY LIMITED,05455586,62/63 WESTBOROUGH,,SCARBOROUGH,,ENGLAND,YO11 1TS,Private Limited Company,Active,United Kingdom,24/12/2016,TOTAL EXEMPTION FULL,18/05/2016,98000 - Residents property management,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
80,G. AND D. METCALFE LIMITED,04617079,62-63 WESTBOROUGH,SCARBOROUGH,YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/12/2016,,12/12/2015,47210 - Retail sale of fruit and vegetables in specialised stores,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
81,G. SANDERSON LIMITED,04481296,62-63  WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/07/2017,TOTAL EXEMPTION FULL,09/07/2015,01500 - Mixed farming,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
82,GARDENHURST MANAGEMENT COMPANY LTD,04331758,62/63 WESTBOROUGH,,SCARBOROUGH,,ENGLAND,YO11 1TS,Private Limited Company,Active,United Kingdom,31/12/2016,TOTAL EXEMPTION FULL,30/11/2015,98000 - Residents property management,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
83,GASWISE (TRAINING & ASSESSMENT) LIMITED,04636290,63-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,28/02/2017,TOTAL EXEMPTION FULL,14/01/2016,82990 - Other business support service activities n.e.c.,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
84,GIBSONS COURT MANAGEMENT COMPANY LIMITED,04549015,62/63 WESTBOROUGH,,SCARBOROUGH,N YORKS,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/12/2016,,30/09/2015,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
85,GLEN COURT (LEEDS) LIMITED,03972901,62-63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,30/04/2017,TOTAL EXEMPTION FULL,25/03/2016,98000 - Residents property management,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
86,GOULDBUYS LIMITED,09543355,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,UNITED KINGDOM,YO11 1TS,Private Limited Company,Active,United Kingdom,31/05/2016,TOTAL EXEMPTION SMALL,15/04/2016,47770 - Retail sale of watches and jewellery in specialised stores,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
87,GRANGE IT LIMITED,05017635,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,16/01/2016,62011 - Ready-made interactive leisure and entertainment software development,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
88,GRAYSON HOUSE MANAGEMENT CO. LIMITED,00785170,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/12/2016,,13/04/2016,98000 - Residents property management,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
89,GREEN HANDLER TRACK LIMITED,10987571,62-63 WESTBOROUGH,,SCARBOROUGH,,UNITED KINGDOM,YO11 1TS,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,61300 - Satellite telecommunications activities,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
90,GREEN HANDLERS LIMITED,10356224,62-63 WESTBOROUGH,,SCARBOROUGH,N YORKS,UNITED KINGDOM,YO11 1TS,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,43999 - Other specialised construction activities n.e.c.,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
91,GREENWOOD HANDLER HIRE LIMITED,10356511,62-63 WESTBOROUGH,,SCARBOROUGH,N YORKS,UNITED KINGDOM,YO11 1TS,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,43999 - Other specialised construction activities n.e.c.,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,http://greenwoodhire.com/
92,GREENWOOD HAULIERS LIMITED,08924229,62-63 WESTBOROUGH,,SCARBOROUGH,N YORKS,,YO11 1TS,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,05/03/2016,49410 - Freight transport by road,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,http://greenwoodhire.com/
93,GREENWOOD HIRE LIMITED,05316568,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,20/12/2015,43999 - Other specialised construction activities n.e.c.,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,http://greenwoodhire.com/
94,GREENWOOD OPEROTO HIRE LIMITED,10356473,62-63 WESTBOROUGH,,SCARBOROUGH,N YORKS,UNITED KINGDOM,YO11 1TS,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,43999 - Other specialised construction activities n.e.c.,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
95,GREENWOOD ROTO HIRE LIMITED,10356525,62-63 WESTBOROUGH,,SCARBOROUGH,N YORKS,UNITED KINGDOM,YO11 1TS,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,43999 - Other specialised construction activities n.e.c.,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,http://greenwoodhire.com/
96,GW HIRE LIMITED,09745062,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,UNITED KINGDOM,YO11 1TS,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,,77320 - Renting and leasing of construction and civil engineering machinery and equipment,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
97,H C CHAPMAN & SON LTD,03074631,WINN & CO CHARTERED ACCOUNTANTS,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/12/2016,,30/06/2015,"74909 - Other professional, scientific and technical activities n.e.c.",,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
98,HARROGATE HOUSE (MAINTENANCE) LIMITED,05141799,62-63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,31/12/2016,TOTAL EXEMPTION FULL,01/06/2016,98000 - Residents property management,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
99,HARTAS & SONS LIMITED,08662485,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,,23/08/2015,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
100,HEALTH AND WELLNESS FALSGRAVE CLINIC LIMITED,09599566,62-63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,UNITED KINGDOM,YO11 1TS,Private Limited Company,Active,United Kingdom,31/05/2016,TOTAL EXEMPTION SMALL,19/05/2016,86900 - Other human health activities,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,http://www.physiotherapyscarborough.com/
101,HEXON LIMITED,04347865,62-63 WESTBOROUGH,,SCARBOROUGH,N YORKS,,YO11 1TS,Private Limited Company,Active,United Kingdom,28/02/2017,FULL,07/01/2016,96090 - Other service activities n.e.c.,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
102,HOLBECK DEVELOPMENT COMPANY LIMITED,04573469,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/10/2017,DORMANT,14/10/2015,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
103,HORNBY PRODUCTION ENGINEERING LIMITED,01544434,62-63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/08/2017,,16/10/2015,64304 - Activities of open-ended investment companies,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
104,HUDSON WIGHT PERFORMANCE SAILWEAR LIMITED,08379555,62-63 WESTBOROUGH,,SCARBOROUGH,N YORKS,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,,29/01/2016,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
105,ILK DEVELOPMENTS LIMITED,08363534,62-63 WESTBOROUGH,,SCARBOROUGH,N YORKS,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/01/2017,,16/01/2016,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
106,ILK LIMITED,05232131,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,,15/09/2015,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
107,ILK VENTURES LIMITED,05003406,62-63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,15/09/2015,70229 - Management consultancy activities other than financial management,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
108,IN COMMAND LIMITED,08202869,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,30/09/2016,DORMANT,05/09/2015,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,http://www.incommand.co.uk/
109,INDEPENDENT CARE GROUP,04433126,62-63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,08/05/2016,86900 - Other human health activities,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
110,IRTON INVESTMENTS LIMITED,09325949,WINN & CO,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,30/11/2017,DORMANT,25/11/2015,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
111,ITSOL MANAGED SERVICES LIMITED,09983126,62-63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,UNITED KINGDOM,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,,62020 - Information technology consultancy activities,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
112,IVESON MANAGEMENT LIMITED,10373839,62/63 WESTBOROUGH,,SCARBOROUGH,,ENGLAND,YO11 1TS,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,98000 - Residents property management,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
113,J.E.G HIRE LIMITED,07090680,62-63 WESTBOROUGH,SCARBOROUGH,N YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,30/11/2015,"77390 - Renting and leasing of other machinery, equipment and tangible goods n.e.c.",,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
114,J.E.G PLANT LIMITED,09744492,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,UNITED KINGDOM,YO11 1TS,Private Limited Company,Active,United Kingdom,30/09/2016,TOTAL EXEMPTION SMALL,,45190 - Sale of other motor vehicles,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,http://www.usedmerlotelehandlers.com/
115,JBL LEISURE LIMITED,05328693,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/01/2017,TOTAL EXEMPTION FULL,11/01/2016,90020 - Support activities to performing arts,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
116,JBL LUXURY LEISURE LIMITED,07505429,62-63 WESTBOROUGH,,SCARBOROUGH,N YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/01/2017,,26/01/2016,90020 - Support activities to performing arts,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
117,JENNINGS COMPUTER SERVICES LIMITED,03419610,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,30/04/2017,TOTAL EXEMPTION FULL,08/04/2016,"47410 - Retail sale of computers, peripheral units and software in specialised stores",,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,http://www.jcsltd.co.uk/
118,JUPITER PUBLISHING LTD,05774651,62/63 WESTBOROUGH,SCARBOROUGH,,,,YO11 1TS,Private Limited Company,Active,United Kingdom,30/04/2017,,07/04/2016,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
119,KD & JG LIMITED,04164075,WINN AND CO,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,,18/02/2016,68209 - Other letting and operating of own or leased real estate,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,http://www.kdrecruitment.co.uk/
120,KELLY LIMITED,01936035,62-63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,28/02/2017,TOTAL EXEMPTION FULL,14/06/2016,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
121,L & C MASUCCI LIMITED,07791671,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/01/2017,TOTAL EXEMPTION FULL,29/09/2015,56101 - Licensed restaurants,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
122,L.M.DAVIES BUILDING & MAINTENANCE LIMITED,05735251,62/63 WESTBOROUGH,SCARBOROUGH,,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,,08/03/2016,41202 - Construction of domestic buildings,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
123,LANE END CROFT LIMITED,01373691,62/63 WESTBOROUGH,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/10/2016,TOTAL EXEMPTION SMALL,25/06/2016,98000 - Residents property management,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
124,LARPOOL MECHANICAL REPAIRS LIMITED,08289522,62-63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,30/11/2016,TOTAL EXEMPTION SMALL,21/01/2016,45200 - Maintenance and repair of motor vehicles,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
125,LDW PROPERTY SERVICES LIMITED,10878829,62 WESTBOROUGH,,SCARBOROUGH,N YORKS,UNITED KINGDOM,YO11 1TS,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,43390 - Other building completion and finishing,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
126,LIFESTYLE BUILDERS LIMITED,07641635,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/05/2017,TOTAL EXEMPTION FULL,20/05/2016,43390 - Other building completion and finishing,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
127,LITTLEBOY ESTATES LIMITED,05986420,62/63 WESTBOROUGH,SCARBOROUGH,,,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,,02/11/2015,68209 - Other letting and operating of own or leased real estate,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
128,LITTLEBOY'S LIMITED,07388786,62/63 WESTBOROUGH,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 1TS,Private Limited Company,Active,United Kingdom,31/03/2017,,27/09/2015,99999 - Dormant Company,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
129,LONDON & NORTH EASTERN RAILWAY COMPANY LIMITED,10744838,62/63 WESTBOROUGH,,SCARBOROUGH,,ENGLAND,YO11 1TS,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,82990 - Other business support service activities n.e.c.,,,,YO111TS,YO11 1TS,YO11 1TS,54.278977000000005,-0.408069,E37000039,,E10000023,E07000168,E05006317,Website not found
